Title,Authors,Year,Publisher,Citations,Link,References
Transforming educational assessment: Insights into the use of ChatGPT and large language models in grading,"C Kooli, N Yusuf ",2025,Taylor & Francis,17,https://www.tandfonline.com/doi/abs/10.1080/10447318.2024.2338330,"https://scholar.google.com/scholar?q=related:mih2qu3ViMUJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Prediction-powered ranking of large language models,"I Chatzi, E Straitouri, S Thejaswi… ",2024,proceedings,5,https://proceedings.neurips.cc/paper_files/paper/2024/hash/cd47cd67caa87f5b1944e00f6781598f-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:DTxDy_5OBhEJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Reflective multi-agent collaboration based on large language models,"X Bo, Z Zhang, Q Dai, X Feng, L Wang… ",2024,proceedings,2,https://proceedings.neurips.cc/paper_files/paper/2024/hash/fa54b0edce5eef0bb07654e8ee800cb4-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:nGVHtOBX_NEJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Beam prediction based on large language models,"Y Sheng, K Huang, L Liang, P Liu… ",2025,ieeexplore,4,https://ieeexplore.ieee.org/abstract/document/10892257/,"https://scholar.google.com/scholar?q=related:7kwgBa-8lB0J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Training language models to follow instructions with human feedback,"L Ouyang, J Wu, X Jiang, D Almeida… ",2022,proceedings,12995,https://proceedings.neurips.cc/paper_files/paper/2022/hash/b1efde53be364a73914f58805a001731-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:-un9o64jIrQJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Exploring context window of large language models via decomposed positional vectors,"Z Dong, J Li, X Men, X Zhao, B Wang… ",2024,proceedings,8,https://proceedings.neurips.cc/paper_files/paper/2024/hash/1403ab1a427050538ec59c7f570aec8b-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:wJf8PCjsnrEJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Sayplan: Grounding large language models using 3d scene graphs for scalable robot task planning,"K Rana, J Haviland, S Garg, J Abou",2023,arxiv,258,https://arxiv.org/abs/2307.06135,"https://scholar.google.com/scholar?q=related:JViC8iVLyjUJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Optimus-0.3: Using large language models to model and solve optimization problems at scale,"A AhmadiTeshnizi, W Gao, H Brunborg… ",2024,arxiv,2,https://arxiv.org/abs/2407.19633,"https://scholar.google.com/scholar?q=related:PnL2GgLLSW8J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Disp-llm: Dimension-independent structural pruning for large language models,"S Gao, CH Lin, T Hua, Z Tang… ",2024,proceedings,3,https://proceedings.neurips.cc/paper_files/paper/2024/hash/84a7fc24ed52e8eff514c33e8ac76ea3-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:1UD0K-_m9rQJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Crud-rag: A comprehensive chinese benchmark for retrieval-augmented generation of large language models,"Y Lyu, Z Li, S Niu, F Xiong, B Tang, W Wang… ",2025,dl,62,https://dl.acm.org/doi/abs/10.1145/3701228,"https://scholar.google.com/scholar?q=related:9XadnptAAtIJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Unified generative and discriminative training for multi-modal large language models,"W Chow, J Li, Q Yu, K Pan, H Fei… ",2024,proceedings,2,https://proceedings.neurips.cc/paper_files/paper/2024/hash/29416b66c2149872b9d1415a3fd2c5e0-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:cgyjHZrp69cJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Jailbreaking large language models against moderation guardrails via cipher characters,"H Jin, A Zhou, J Menke, H Wang ",2024,proceedings,8,https://proceedings.neurips.cc/paper_files/paper/2024/hash/6d56bc83ae9a4fafdce050bb36f04174-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:AX4Pc0I72Q8J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Smalltolarge (s2l): Scalable data selection for fine-tuning large language models by summarizing training trajectories of small models,"Y Yang, S Mishra, J Chiang… ",2024,proceedings,11,https://proceedings.neurips.cc/paper_files/paper/2024/hash/97fe251c25b6f99a2a23b330a75b11d4-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:1NasFWtZ5qMJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
A scalable hierarchical distributed language model,"A Mnih, GE Hinton ",2008,proceedings,1330,https://proceedings.neurips.cc/paper/2008/hash/1e056d2b0ebd5c878c550da6ac5d3724-Abstract.html,"https://scholar.google.com/scholar?q=related:xYrngGJGW_8J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Ffaa: Multimodal large language model based explainable open-world face forgery analysis assistant,"Z Huang, B Xia, Z Lin, Z Mou, W Yang, J Jia ",2024,arxiv,12,https://arxiv.org/abs/2408.10072,"https://scholar.google.com/scholar?q=related:CkL4cxT6dgAJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
AutoDAN: interpretable gradient-based adversarial attacks on large language models,"S Zhu, R Zhang, B An, G Wu, J Barrow, Z Wang… ",2023,arxiv,52,https://arxiv.org/abs/2310.15140,"https://scholar.google.com/scholar?q=related:P9gcGryhDocJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Large language models have intrinsic self-correction ability,"D Liu, A Nassereldine, Z Yang, C Xu, Y Hu, J Li… ",2024,arxiv,10,https://arxiv.org/abs/2406.15673,"https://scholar.google.com/scholar?q=related:bsZFE3cVg2oJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
CoIN: A Benchmark of Continual Instruction Tuning for Multimodel Large Language Models,"C Chen, J Zhu, X Luo, H Shen… ",2024,proceedings,11,https://proceedings.neurips.cc/paper_files/paper/2024/hash/6a45500d9eda640deed90d8a62742be5-Abstract-Datasets_and_Benchmarks_Track.html,"https://scholar.google.com/scholar?q=related:RQTgDGQDLOoJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Personalized steering of large language models: Versatile steering vectors through bi-directional preference optimization,"Y Cao, T Zhang, B Cao, Z Yin, L Lin… ",2024,proceedings,15,https://proceedings.neurips.cc/paper_files/paper/2024/hash/58cbe393b4254da8966780a40d023c0b-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:YYpDHh3ENNEJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Practical unlearning for large language models,"C Gao, L Wang, C Weng, X Wang, Q Zhu ",2024,arxiv,15,https://arxiv.org/abs/2407.10223,"https://scholar.google.com/scholar?q=related:L0ibl1-HPw8J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Lvlm-ehub: A comprehensive evaluation benchmark for large vision-language models,"P Xu, W Shao, K Zhang, P Gao, S Liu… ",2024,ieeexplore,185,https://ieeexplore.ieee.org/abstract/document/10769058/,"https://scholar.google.com/scholar?q=related:FZIUBaLnRE0J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Weak to strong generalization for large language models with multi-capabilities,"Y Zhou, J Shen, Y Cheng ",2024,openreview,9,https://openreview.net/forum?id=N1vYivuSKq,"https://scholar.google.com/scholar?q=related:CvumB-U8QEYJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Large language models as urban residents: An llm agent framework for personal mobility generation,"W JIAWEI, R Jiang, C Yang, Z Wu… ",2024,proceedings,22,https://proceedings.neurips.cc/paper_files/paper/2024/hash/e142fd2b70f10db2543c64bca1417de8-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:Vbgj-gP4_lAJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Multimodal Large Language Models Make Text-to-Image Generative Models Align Better,"X Wu, S Huang, G Wang, J Xiong… ",2024,proceedings,1,https://proceedings.neurips.cc/paper_files/paper/2024/hash/9421261e06f1a63a352b068f1ac90609-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:-58Gl9XkkXkJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
From yes-men to truth-tellers: addressing sycophancy in large language models with pinpoint tuning,"W Chen, Z Huang, L Xie, B Lin, H Li, L Lu… ",2024,arxiv,10,https://arxiv.org/abs/2409.01658,"https://scholar.google.com/scholar?q=related:KbLIUl4GIqEJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Evaluating object hallucination in large vision-language models,"Y Li, Y Du, K Zhou, J Wang, WX Zhao… ",2023,arxiv,850,https://arxiv.org/abs/2305.10355,"https://scholar.google.com/scholar?q=related:j7wiibDo3g0J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
"… dataset: What participatory, representative and individualised human feedback reveals about the subjective and multicultural alignment of large language models","HR Kirk, A Whitefield, P Rottger… ",2024,proceedings,15,https://proceedings.neurips.cc/paper_files/paper/2024/hash/be2e1b68b44f2419e19f6c35a1b8cf35-Abstract-Datasets_and_Benchmarks_Track.html,"https://scholar.google.com/scholar?q=related:ALh-5iG3Qy8J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
KenLM: Faster and smaller language model queries,K Heafield ,2011,aclanthology,1728,https://aclanthology.org/W11-2123.pdf,"https://scholar.google.com/scholar?q=related:LQP553ZCJmMJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Ensemble learning for heterogeneous large language models with deep parallel collaboration,"Y Huang, X Feng, B Li, Y Xiang… ",2024,proceedings,3,https://proceedings.neurips.cc/paper_files/paper/2024/hash/d8a6eb79f8ccaacbe7198a5caf3a0323-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:mepl7ARYgG8J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Causality extraction from medical text using large language models (llms),"S Gopalakrishnan, L Garbayo, W Zadrozny ",2024,mdpi,6,https://www.mdpi.com/2078-2489/16/1/13,"https://scholar.google.com/scholar?q=related:rMLe-BZC8A0J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
scBERT as a large-scale pretrained deep language model for cell type annotation of single-cell RNA-seq data,"F Yang, W Wang, F Wang, Y Fang, D Tang… ",2022,nature,284,https://www.nature.com/articles/s42256-022-00534-z,"https://scholar.google.com/scholar?q=related:9xrC28mHyTIJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Does reasoning emerge? examining the probabilities of causation in large language models,"J González, A Nori ",2024,proceedings,3,https://proceedings.neurips.cc/paper_files/paper/2024/hash/d5a1f97d2b922da92e880d13b7d2bf02-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:CpYtDczsc5oJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Internlm-xcomposer2-4khd: A pioneering large vision-language model handling resolutions from 336 pixels to 4k hd,"X Dong, P Zhang, Y Zang, Y Cao… ",2024,proceedings,119,https://proceedings.neurips.cc/paper_files/paper/2024/hash/4b06cdddb1cde6624c0be1465c7b800f-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:WeJYGCnKEWYJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Communicating the cultural other: Trust and bias in generative AI and large language models,CJ Jenks ,2025,degruyter,11,https://www.degruyter.com/document/doi/10.1515/applirev-2024-0196/html?srsltid=AfmBOoqhwx1a1GkRGlC1FOK1-FBGVvFYJnhvKrOT-d162WF0UPi7sVLC,"https://scholar.google.com/scholar?q=related:VGG2eIx9eVkJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Evolutionary-scale prediction of atomic-level protein structure with a language model,"Z Lin, H Akin, R Rao, B Hie, Z Zhu, W Lu, N Smetanin… ",2023,science,2645,https://www.science.org/doi/abs/10.1126/science.ade2574,"https://scholar.google.com/scholar?q=related:5bptJeUCcVIJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Mono-internvl: Pushing the boundaries of monolithic multimodal large language models with endogenous visual pre-training,"G Luo, X Yang, W Dou, Z Wang, J Liu, J Dai… ",2024,arxiv,17,https://arxiv.org/abs/2410.08202,"https://scholar.google.com/scholar?q=related:6Km8t9LiDtkJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Creating artificial students that never existed: Leveraging large language models and CTGANs for synthetic data generation,"M Khalil, F Vadiee, R Shakya, Q Liu ",2025,dl,6,https://dl.acm.org/doi/abs/10.1145/3706468.3706523,"https://scholar.google.com/scholar?q=related:Rz-pKAeCYf0J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
D-cpt law: Domain-specific continual pre-training scaling law for large language models,"H Que, J Liu, G Zhang, C Zhang, X Qu… ",2024,proceedings,16,https://proceedings.neurips.cc/paper_files/paper/2024/hash/a4628e9fbd3002a554923642f74d5d6b-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:86H5Y52bOSMJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Advancing tool-augmented large language models: Integrating insights from errors in inference trees,"S Chen, Y Wang, YF Wu, Q Chen… ",2024,proceedings,6,https://proceedings.neurips.cc/paper_files/paper/2024/hash/c0f7ee1901fef1da4dae2b88dfd43195-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:kDLI-66I_00J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Knowgpt: Knowledge graph based prompting for large language models,"Q Zhang, J Dong, H Chen, D Zha… ",2024,proceedings,6,https://proceedings.neurips.cc/paper_files/paper/2024/hash/0b8705a611ed1ce19cdb759031078705-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:94xis8RPRKUJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Exploring multilingual probing in large language models: A cross-language analysis,"D Li, H Zhao, Q Zeng, M Du ",2024,arxiv,4,https://arxiv.org/abs/2409.14459,"https://scholar.google.com/scholar?q=related:VS6i1ZPcZboJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Assessing political bias in large language models,"L Rettenberger, M Reischl, M Schutera ",2025,Springer,6,https://link.springer.com/article/10.1007/s42001-025-00376-w,"https://scholar.google.com/scholar?q=related:5kHASVkG2CAJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Ctrl: A conditional transformer language model for controllable generation,"NS Keskar, B McCann, LR Varshney, C Xiong… ",2019,arxiv,1351,https://arxiv.org/abs/1909.05858,"https://scholar.google.com/scholar?q=related:LqfgCboZS00J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Infibench: Evaluating the question-answering capabilities of code large language models,"L Li, S Geng, Z Li, Y He, H Yu, Z Hua… ",2024,proceedings,2,https://proceedings.neurips.cc/paper_files/paper/2024/hash/e888eb9400fe14bb70e057aa1d719188-Abstract-Datasets_and_Benchmarks_Track.html,"https://scholar.google.com/scholar?q=related:HzlvKmNW5JcJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
LABOR-LLM: Language-Based Occupational Representations with Large Language Models,"S Athey, H Brunborg, T Du, A Kanodia… ",2024,arxiv,3,https://arxiv.org/abs/2406.17972,"https://scholar.google.com/scholar?q=related:a-Aemcw6qe8J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Finbert: A pretrained language model for financial communications,"Y Yang, MCS Uy, A Huang ",2006,arxiv,361,https://arxiv.org/abs/2006.08097,"https://scholar.google.com/scholar?q=related:8DZ9c7vr4uIJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Humans vs. large language models: Judgmental forecasting in an era of advanced AI,"M Abolghasemi, O Ganbold, K Rotaru ",2025,Elsevier,11,https://www.sciencedirect.com/science/article/pii/S0169207024000700,"https://scholar.google.com/scholar?q=related:YcJABsb2w0gJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Maria: Spanish language models,A Gutiérrez,2021,arxiv,259,https://arxiv.org/abs/2107.07253,"https://scholar.google.com/scholar?q=related:Uy0kF2lSz6sJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Large language models for fuzzing parsers (registered report),"J Ackerman, G Cybenko ",2023,dl,18,https://dl.acm.org/doi/abs/10.1145/3605157.3605173,"https://scholar.google.com/scholar?q=related:zLztdojcAioJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
"Camel: Communicative agents for"" mind"" exploration of large scale language model society","G Li, HAAK Hammoud, H Itani, D Khizbullin, B Ghanem ",2023,repository,240,https://repository.kaust.edu.sa/handle/10754/692560,"https://scholar.google.com/scholar?q=related:3OcSiiI_GvAJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Inacia: Integrating large language models in brazilian audit courts: Opportunities and challenges,"J Pereira, A Assumpcao, J Trecenti, L Airosa… ",2025,dl,7,https://dl.acm.org/doi/abs/10.1145/3652951,"https://scholar.google.com/scholar?q=related:efQ9xJ9NYqcJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Black-box tuning for language-model-as-a-service,"T Sun, Y Shao, H Qian, X Huang… ",2022,proceedings,258,https://proceedings.mlr.press/v162/sun22e.html,"https://scholar.google.com/scholar?q=related:Z1Jd4hdcIVsJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
