Title,Authors,Year,Publisher,Citations,Link
 A study on heart disease prediction using machine learning algorithms,"SS Rai, U Durgude, A Dhavan, P Singh… ",2024, researchgate,1,https://www.researchgate.net/profile/Avinash-Dhavan/publication/379239754_A_Study_on_Heart_Disease_Prediction_Using_Machine_Learning_Algorithms/links/6600d254a4857c7962764485/A-Study-on-Heart-Disease-Prediction-Using-Machine-Learning-Algorithms.pdf
 A hybrid cost-sensitive ensemble for heart disease prediction,"Q Zhenya, Z Zhang ",2021, Springer,86,https://link.springer.com/article/10.1186/s12911-021-01436-7
 Disease prediction and doctor recommendation system using machine learning approaches,"A Kumar, GK Sharma, UM Prakash ",2021, researchgate,11,https://www.researchgate.net/profile/Anand-Kumar-220/publication/353016433_Disease_Prediction_and_Doctor_Recommendation_System_using_Machine_Learning_Approaches/links/60e45592299bf1ea9ee5f3ab/Disease-Prediction-and-Doctor-Recommendation-System-using-Machine-Learning-Approaches.pdf
MKELM: Mixed Kernel Extreme Learning Machine using BMDA optimization for web services based heart disease prediction in smart healthcare,"A Sheeba, S Padmakala, CA Subasini… ",2022, Taylor & Francis,11,https://www.tandfonline.com/doi/abs/10.1080/10255842.2022.2034795
EDL‐NSGA‐II: Ensemble deep learning framework with NSGA‐II feature selection for heart disease prediction,"A Gupta, A Singh ",2023, Wiley Online Library,6,https://onlinelibrary.wiley.com/doi/abs/10.1111/exsy.13254
 Two-level boosting classifiers ensemble based on feature selection for heart disease prediction,"K Dissanayake, MGM Johar ",2023, academia,9,https://www.academia.edu/download/119422867/44_30832.pdf
Fast rule-based heart disease prediction using associative classification mining,"KP Lakshmi, CRK Reddy ",2015, ieeexplore,27,https://ieeexplore.ieee.org/abstract/document/7375725/
 An Ensemble Feature Optimization for an Effective Heart Disease Prediction Model.,"K Chandrashekar, AT Narayanreddy ",2023, inass,4,https://inass.org/wp-content/uploads/2023/01/2023043042-2.pdf
Refining heart disease prediction accuracy using hybrid machine learning techniques with novel metaheuristic algorithms,"H Zhang, R Mu ",2024, Elsevier,2,https://www.sciencedirect.com/science/article/pii/S0167527324011288
 Neighborhood component analysis and support vector machines for heart disease prediction.,"M Djerioui, Y Brik, M Ladjal, B Attallah ",2019, academia,28,https://www.academia.edu/download/73487848/22713.pdf
Cuckoo inspired algorithms for feature selection in heart disease prediction,"AM Usman, UK Yusof, S Naim ",2018, ijain,43,http://ijain.org/index.php/IJAIN/article/view/245
RETRACTED ARTICLE: Effective heart disease prediction using improved particle swarm optimization algorithm and ensemble classification technique,"NV MahaLakshmi, RK Rout ",2023, Springer,22,https://link.springer.com/article/10.1007/s00500-023-08388-2
Optimizing heart disease prediction model with gridsearchCV for hyperparameter tuning,"DP Mishra, HK Gupta, G Saajith… ",2024, ieeexplore,6,https://ieeexplore.ieee.org/abstract/document/10530772/
Improving cardiovascular disease prediction through comparative analysis of machine learning models,"N Anjum, CU Siddiqua, M Haider, Z Ferdus… ",2024, neliti,20,https://www.neliti.com/publications/589886/improving-cardiovascular-disease-prediction-through-comparative-analysis-of-mach
An improved cardiovascular disease prediction model using ensembling of diverse machine learning classifiers,"C Datta, R Senapati ",2023, ieeexplore,3,https://ieeexplore.ieee.org/abstract/document/10430692/
Autonomic edge cloud assisted framework for heart disease prediction using RF-LRG algorithm,"M Kumar, A Rai, Surbhit, N Kumar ",2024, Springer,21,https://link.springer.com/article/10.1007/s11042-023-15736-9
Optimally organized GRU-deep learning model with Chi2 feature selection for heart disease prediction,"I Javid, AK Zager Alsaedi, R Ghazali… ",2022, dl,14,https://dl.acm.org/doi/abs/10.3233/JIFS-212438
Disease prediction based on symptoms using machine learning,"Y Deepthi, KP Kalyan, M Vyas, K Radhika… ",2020, Springer,24,https://link.springer.com/chapter/10.1007/978-981-15-5089-8_55
Heart disease prediction using machine learning,"K Ayyavvu, BI Panneer, A Sreenivasan… ",2023, pubs,1,https://pubs.aip.org/aip/acp/article-abstract/2857/1/020065/2907303
Heart disease prediction using machine learning algorithms,"V Veeramsetty, AT Kumar, B Navya… ",2022, pubs,2,https://pubs.aip.org/aip/acp/article-abstract/2418/1/040013/2823096
 Early detection of coronary heart disease based on machine learning methods,"R Yılmaz, FH Yağın ",2022, dergipark,72,https://dergipark.org.tr/en/doi/10.37990/medr.1011924
Heart Disease Prediction with Hyperparameter Analysis,"A Bansal, MK Nallakaruppan, FA Mon… ",2023, ieeexplore,4,https://ieeexplore.ieee.org/abstract/document/10346721/
A comparative analysis of various machine learning algorithm for heart disease prediction based on feature selection,"S Shinde, S Kulkarni, D Karia ",2024, pubs,1,https://pubs.aip.org/aip/acp/article-abstract/2853/1/020259/3290363
Artificial intelligence for heart disease prediction and imputation of missing data in cardiovascular datasets,"AH Najim, N Nasri ",2024, Taylor & Francis,5,https://www.tandfonline.com/doi/abs/10.1080/23311916.2024.2325635
 Enhanced heart disease prediction in remote healthcare monitoring using IoT-enabled cloud-based XGBoost and Bi-LSTM,"SA Alzakari, AA Menaem, N Omer, A Abozeid… ",2024, Elsevier,11,https://www.sciencedirect.com/science/article/pii/S1110016824006380
Heart disease prediction using novel quine McCluskey binary classifier (QMBC),"R Kapila, T Ragunathan, S Saleti, TJ Lakshmi… ",2023, ieeexplore,24,https://ieeexplore.ieee.org/abstract/document/10163792/
 Heart disease Prediction Using Machine Learning,"M Kulkarni, T Patel, K Patil, A Manwatkar… ",2023, academia,1,https://www.academia.edu/download/95641155/Heart_Disease_Prediction_Using_Machine_Learning.pdf
Using personal key indicators and machine learning-based classifiers for the prediction of heart disease,"R Jahed, O Aseer, A Al",2023, ieeexplore,8,https://ieeexplore.ieee.org/abstract/document/10087430/
Empirical study of various classification techniques for heart disease prediction,"Z Khan, DK Mishra, V Sharma… ",2020, ieeexplore,12,https://ieeexplore.ieee.org/abstract/document/9250852/
Heart disease prediction system using (SMOTE technique) balanced dataset and decision tree classifier,AS Jaddoa ,2023, pubs,6,https://pubs.aip.org/aip/acp/article-abstract/2834/1/050006/2925966
Heart Disease Prediction Using Bayesian Optimized Classification Algorithms,"P Rani, R Lamba, RK Sachdeva, A Jain… ",2023, ieeexplore,4,https://ieeexplore.ieee.org/abstract/document/10304966/
Cardiovascular disease prediction using machine learning,"P Divyasri, D SreeLakshmi, P Sathvika… ",2023, ieeexplore,3,https://ieeexplore.ieee.org/abstract/document/10112052/
A pragmatic approach of heart and liver disease prediction using machine learning classifiers,"K Pal, S Panwar, D Choudhury ",2024, ieeexplore,2,https://ieeexplore.ieee.org/abstract/document/10481536/
Preliminary design of estimation heart disease by using machine learning ANN within one year,"R Wijaya, AS Prihatmanto ",2013, ieeexplore,11,https://ieeexplore.ieee.org/abstract/document/6741541/
Novel method of characterization of heart disease prediction using sequential feature selection-based ensemble technique,"V Chaurasia, A Chaurasia ",2023, Springer,12,https://link.springer.com/article/10.1007/s44174-022-00060-x
CardioInsights: Heart Disease Prediction Using Machine Learning Algorithms,"A Bana, A Tayal, J Jain… ",2024, appliedopticsjournals,1,https://www.appliedopticsjournals.net/index/JAO/article/view/104.html
Multiple disease prediction by applying machine learning and deep learning algorithms,"MK Chowdary, KA Kumar, C Ganesh… ",2023, ieeexplore,4,https://ieeexplore.ieee.org/abstract/document/10142766/
Applying machine learning classifiers on ECG dataset for predicting heart disease,"AI Hossain, S Sikder, A Das… ",2021, ieeexplore,16,https://ieeexplore.ieee.org/abstract/document/9528169/
A Review on Cardiovascular Disease/Heart Disease by Machine Learning Prediction,"K Swathi, GK Kamalam ",2024, Springer,1,https://link.springer.com/chapter/10.1007/978-3-031-55048-5_3
 CARDIOPATHY-HEART DISEASE PREDICTION USING MACHINE LEARNING,"S Mekala, Y Balarama Krishna, M Nagaraju, P Abhiram… ",2023, researchgate,1,https://www.researchgate.net/profile/Sreenivas-Mekala/publication/371760631_CARDIOPATHY-HEART_DISEASE_PREDICTION_USING_MACHINE_LEARNING/links/6493ddf595bbbe0c6ee77a29/CARDIOPATHY-HEART-DISEASE-PREDICTION-USING-MACHINE-LEARNING.pdf
Machine learning based heart disease prediction,"A Sekhar, A Babu, A Udayan ",2022, ieeexplore,2,https://ieeexplore.ieee.org/abstract/document/10079736/
WITHDRAWN–Administrative Duplicate Publication: ML-powered Internet of Medical Things Structure for Heart Disease Prediction,"AO Mulani, KKS Liyakat, NS Warade, A Patil, MT Kolte… ",2025, journals,1,https://journals.sagepub.com/doi/abs/10.1177/0976500X241306184
Prediction of Heart Disease Using Machine Learning Algorithms,"R Burle, S Gaurkhede, L Dewangan… ",2024, ieeexplore,5,https://ieeexplore.ieee.org/abstract/document/10502796/
Improving Heart Disease Prediction Accuracy Using Principal Component Analysis (PCA) In Machine Learning Algorithms,"Z Jayidan, AM Siregar, S Faisal… ",2024, jutif,2,https://jutif.if.unsoed.ac.id/index.php/jurnal/article/view/2047
A novel intelligent deep optimized framework for heart disease prediction and classification using ECG signals,"PS Goud, PN Sastry, PC Sekhar ",2024, Springer,8,https://link.springer.com/article/10.1007/s11042-023-16850-4
"Comparative Study of decision tree, adaboost, random forest, Naïve Bayes, KNN, and perceptron for heart disease prediction","M Maydanchi, A Ziaei, M Basiri, AN Azad… ",2023, ieeexplore,18,https://ieeexplore.ieee.org/abstract/document/10115189/
 Adaptive features selection technique for efficient heart disease prediction,"ZC Oleiwi, EN AlShemmary, S Al",2023,2023,5,/citations?user=gUQvVKcAAAAJ&hl=en&oe=ASCII&oi=sra
Heart Disease Prediction Using Ensemble Feature Selection Method and Machine Learning Classification Algorithms,"A Lakshmi, R Devi ",2024, Wiley Online Library,1,https://onlinelibrary.wiley.com/doi/abs/10.1002/9781394200801.ch15
A smart heart disease prediction system using IoT and adaptive deep convolution neural network,"S Arthy, A Prasanth ",2024, pubs,6,https://pubs.aip.org/aip/acp/article-abstract/2802/1/090005/3126653
Web Application for Heart Disease Prediction using Machine Learning for Early Warning,"Y Dubey, S Ambulkar, V Mathurkar… ",2023, ieeexplore,1,https://ieeexplore.ieee.org/abstract/document/10335006/
Heart Disease Predictive Analysis Using Machine Learning Approaches,"A Rana, S Malik, M Chauhan… ",2023, ieeexplore,11,https://ieeexplore.ieee.org/abstract/document/10397609/
 Elimination and backward selection of features (P-value technique) in prediction of heart disease by using machine learning algorithms,"R Aggrawal, S Pal ",2021, academia,22,https://www.academia.edu/download/90509489/4807.pdf
 A Comprehensive Study on Different Machine Learning Techniques to Predict Heart Disease,"P Sharma, S Site ",2022, ijainn,7,https://www.ijainn.latticescipub.com/wp-content/uploads/papers/v2i3/C1046042322.pdf
Heart disease prediction: Improved quantum convolutional neural network and enhanced features,"P Pitchal, S Ponnusamy, V Soundararajan ",2024, Elsevier,16,https://www.sciencedirect.com/science/article/pii/S0957417424003993
Heart disease prediction using supervised classifiers,"F Fatima, A Jaiswal, N Sachdeva ",2022, papers,5,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4121817
Optimizing Heart Disease Prediction: A Comparative Study of Machine Learning Models Using Clinical Data,"B Budiman, N Alamsyah, E Setiana… ",2024, international,0,https://international.arimsi.or.id/index.php/IJSME/article/view/96
A study on heart disease prediction using supervised machine learning models,"G Kumar, S Asif, U Veeresh ",2021, pubs,3,https://pubs.aip.org/aip/acp/article-abstract/2358/1/100018/1000751
 A proposed technique for predicting heart disease using machine learning algorithms and an explainable AI method,H El,2024, nature,14,https://www.nature.com/articles/s41598-024-74656-2
 A comprehensive review of deep learning-based models for heart disease prediction,"C Zhou, P Dai, A Hou, Z Zhang, L Liu, A Li… ",2024, Springer,14,https://link.springer.com/article/10.1007/s10462-024-10899-9
A comparative study of two machine learning algorithms for heart disease prediction system,"WAHW Azizan, AA Ab Rahim… ",2021, ieeexplore,4,https://ieeexplore.ieee.org/abstract/document/9515250/
A Detailed Analysis of Machine Learning Algorithm Performance in Heart Disease Prediction,"MA Rabbi, RH Rijon, SS Akhi… ",2025, ieeexplore,0,https://ieeexplore.ieee.org/abstract/document/10914417/
 Heart disease prediction using autoencoder and DenseNet architecture,"NS Alghamdi, M Zakariah, A Shankar… ",2024, Elsevier,2,https://www.sciencedirect.com/science/article/pii/S1110866524001221
Heart Disease Prediction and Analysis Using Ensemble Classifier in Machine Learning Techniques,"JA Jasmine, S Mangayarkarasi ",2024, taylorfrancis,2,https://www.taylorfrancis.com/chapters/edit/10.1201/9781003428466-17/heart-disease-prediction-analysis-using-ensemble-classifier-machine-learning-techniques-jinitha-jasmine-mangayarkarasi
A model for heart disease prediction using feature selection with deep learning,"V Baviskar, M Verma, P Chatterjee ",2020, Springer,10,https://link.springer.com/chapter/10.1007/978-981-16-0401-0_12
A Novel Web-Based Multi-Class Heart Disease Prediction Using Machine Learning Algorithms,"T Ahmed, SM Qaiser ",2022, ieeexplore,3,https://ieeexplore.ieee.org/abstract/document/10077869/
Comparative analysis of machine learning algorithms for heart disease predictions,"S Patidar, A Jain, A Gupta ",2022, ieeexplore,30,https://ieeexplore.ieee.org/abstract/document/9788408/
Identification of Heart Diseases using Novel Machine Learning Method,"R Veeranjaneyulu, S Boopathi… ",2023, ieeexplore,35,https://ieeexplore.ieee.org/abstract/document/10200215/
Heart disease diagnosis: Performance evaluation of supervised machine learning and feature selection techniques,"P Khurana, S Sharma, A Goyal ",2021, ieeexplore,12,https://ieeexplore.ieee.org/abstract/document/9565963/
